Host Name,Device IP,Device Type,Device Status,Device Vendor,Device Model,Serial Number,Software Version,Firmware Version,Free Ports,Total Ports,Ports In Use,Uptime,Last Successful Snapshot,Last Snapshot Attempt,Last Snapshot Result,Device Type Standard,associatedWlcIp,deviceSupportLevel,dnsResolvedManagementAddress,errorCode,family,id,instanteTenantId,instanteUuid,interfaceCount,inventoryStatusDetail,lastDeviceResyncStartTime,lastManagedResyncReasons,lastUpdated,lastUpdateTime,lineCardCount,lineCardId,location,locationName,macAddress,managedAtleastOnce,managementState,memorySize,pendingSyncRequestsCount,platformId,reachabilityFailureReason,reachabilityStatus,reasonsForDeviceResync,reasonsForPendingSyncRequests,role,roleSource,serialNumber,series,snmpContact,softwareType,softwareVersion,syncRequestedByApp,tagCount,tunnelUdpPort,type,upTime,uptimeSeconds,vendor,waasDeviceMode,Unnamed: 44,clientCount,clientCount_2_4GHz,clientCount_5GHz,controllerIpAddress,controllerName,countryCode,ethernetMac,hreapEnabled,ipAddress,lwappUpTime,model,status,DateAdded,adminStatus,ArchiveDate,collectionStatus,collectionTime,creationTime,deviceType,managementStatus,manufacturer_part_name,manufacturer_part_partNumber,manufacturer_part_serialNumber,productFamily,reachability,Site Code Extracted,Model,EoS,EoL,In Scope?,Site Name,Street Address 1,Street Address 2,City,State,Zip,Latitude,Longitude,PhysicalAddressCounty,Call Group,Owner,Exception_Flag,Exception_Reason,EoL_Date,Days_to_EoL
GABOWSWU1ASHCB01,33.135.188.8,Switch,Active,Cisco,WS-C2960C-8PC-L,QOC3757Y3DL,27.2(2)E7,Bootstrap,1.0,10.0,9.0,110d:3h:59m:0s,Jan-23-26 02:12:11,Jan-23-26 02:12:11,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,WS-C2960C-8PC-L,2020-10-30,2025-10-31,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2025-10-31,-121.0
GABOWSWU2ASHCB01,33.135.188.0,Switch,Active,Cisco,WS-C2960C-8PC-L,QOC3757Y3EM,27.2(2)E7,Bootstrap,1.0,10.0,9.0,1128d:4h:42m:0s,Jan-23-26 02:09:07,Jan-23-26 02:09:07,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,WS-C2960C-8PC-L,2020-10-30,2025-10-31,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2025-10-31,-121.0
GABOWROVG06,33.135.180.33,Router,Active,Cisco,VG224,QTX7783ZMM8,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:23m:0s,Jan-23-26 01:13:11,Jan-23-26 01:13:11,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG07,33.135.180.11,Router,Active,Cisco,VG224,QTX7783ZH88,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:29m:0s,Jan-23-26 01:14:15,Jan-23-26 01:14:15,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG08,33.135.180.12,Router,Active,Cisco,VG224,QTX7783ZH87,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:26m:0s,Jan-23-26 01:14:10,Jan-23-26 01:14:10,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG09,33.135.180.13,Router,Active,Cisco,VG224,QTX7838ZH3Y,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:25m:0s,Jan-23-26 01:13:08,Jan-23-26 01:13:08,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG10,33.135.180.15,Router,Active,Cisco,VG224,QTX7783ZMTC,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:23m:0s,Jan-23-26 01:02:19,Jan-23-26 01:02:19,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG11,33.135.180.15,Router,Active,Cisco,VG224,QTX7783ZH3D,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:26m:0s,Jan-23-26 01:13:08,Jan-23-26 01:13:08,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG12,33.135.180.18,Router,Active,Cisco,VG224,QTX7783ZMT3,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:34m:0s,Jan-23-26 02:12:10,Jan-23-26 02:12:10,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG13,33.135.180.33,Router,Active,Cisco,VG224,QTX7839ZLZ8,27.2(4)M9,37.3(7r)T7,1.0,26.0,25.0,241d:1h:32m:10s,Jan-23-26 02:12:53,Jan-23-26 02:12:53,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG14,33.135.180.18,Router,Active,Cisco,VG224,QTX7783ZMT8,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:34m:0s,Jan-23-26 02:12:07,Jan-23-26 02:12:07,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG15,33.135.180.18,Router,Active,Cisco,VG224,QTX7783ZMKU,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:22m:0s,Jan-23-26 01:00:31,Jan-23-26 01:00:31,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG16,33.135.180.20,Router,Active,Cisco,VG224,QTX7783ZMLW,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:25m:0s,Jan-23-26 01:14:16,Jan-23-26 01:14:16,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG17,33.135.180.21,Router,Active,Cisco,VG224,QTX7783ZH89,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:22m:0s,Jan-23-26 01:14:16,Jan-23-26 01:14:16,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG18,33.135.180.22,Router,Active,Cisco,VG224,QTX7783ZMT9,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:23m:0s,Jan-23-26 01:14:16,Jan-23-26 01:14:16,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG19,33.135.180.23,Router,Active,Cisco,VG224,QTX7783ZMMS,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:17m:0s,Jan-23-26 01:02:19,Jan-23-26 01:02:19,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG20,33.135.180.25,Router,Active,Cisco,VG224,QTX7783ZH3T,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:21m:0s,Jan-23-26 02:02:26,Jan-23-26 02:02:26,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG21,33.135.180.25,Router,Active,Cisco,VG224,QTX7783ZH3P,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:45m:0s,Jan-23-26 02:12:40,Jan-23-26 02:12:40,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG22,33.135.180.28,Router,Active,Cisco,VG224,QTX7783ZMLX,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:22m:0s,Jan-23-26 02:02:28,Jan-23-26 02:02:28,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG23,33.135.180.20,Router,Active,Cisco,VG224,QTX7783ZMM8,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:23m:0s,Jan-23-26 02:00:40,Jan-23-26 02:00:40,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG24,33.135.180.28,Router,Active,Cisco,VG224,QTX7783ZH3W,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:27m:0s,Jan-23-26 01:13:09,Jan-23-26 01:13:09,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG25,33.135.180.28,Router,Active,Cisco,VG224,QTX7783ZH87,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:30m:0s,Jan-23-26 02:12:07,Jan-23-26 02:12:07,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG26,33.135.180.30,Router,Active,Cisco,VG224,QTX7838ZLKZ,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,237d:18h:15m:0s,Jan-23-26 02:12:15,Jan-23-26 02:12:15,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG27,33.135.180.31,Router,Active,Cisco,VG224,QTX7783ZMMQ,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:31m:0s,Jan-23-26 02:10:53,Jan-23-26 02:10:53,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG28,33.135.180.32,Router,Active,Cisco,VG224,QTX7783ZMM8,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:19m:0s,Jan-23-26 02:00:53,Jan-23-26 02:00:53,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG29,33.135.180.33,Router,Active,Cisco,VG224,QTX7783ZH5T,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:19m:0s,Jan-23-26 01:02:20,Jan-23-26 01:02:20,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG30,33.135.180.35,Router,Active,Cisco,VG224,QTX7783ZMKW,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:20m:0s,Jan-23-26 02:02:11,Jan-23-26 02:02:11,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG32,33.135.180.38,Router,Active,Cisco,VG224,QTX7783ZMMR,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:19m:0s,Jan-23-26 02:02:11,Jan-23-26 02:02:11,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG33,33.135.180.30,Router,Active,Cisco,VG224,QTX7783ZMKY,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:19m:0s,Jan-23-26 01:00:45,Jan-23-26 01:00:45,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG01,33.135.180.5,Router,Active,Cisco,VG224,QTX7783ZMMK,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:17m:0s,Jan-23-26 02:02:21,Jan-23-26 02:02:21,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG02,33.135.180.8,Router,Active,Cisco,VG224,QTX7578ZH7D,27.2(4)M9,37.3(7r)T7,1.0,26.0,25.0,241d:1h:24m:0s,Jan-23-26 01:06:06,Jan-23-26 01:06:06,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG03,33.135.180.0,Router,Active,Cisco,VG224,QTX7783ZH8E,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,139d:22h:42m:0s,Jan-23-26 01:06:12,Jan-23-26 01:06:12,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG04,33.135.180.8,Router,Active,Cisco,VG224,QTX7783ZMMH,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:27m:0s,Jan-23-26 01:12:19,Jan-23-26 01:12:19,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVG05,33.135.180.8,Router,Active,Cisco,VG224,QTX7783ZMMC,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,241d:1h:23m:0s,Jan-23-26 01:11:46,Jan-23-26 01:11:46,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
GABOWROVGADM01,33.135.188.0,Router,Active,Cisco,VG224,QTX7883ZKUQ,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,86d:21h:57m:0s,Jan-23-26 02:00:40,Jan-23-26 02:00:40,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOW,VG224,2015-04-24,2020-04-30,Yes,Plant Bowen,317 COVERED BRIDGE ROAD SOUTH WEST,,CARTERSVILLE,GA,30120-5907,34.12511,-84.922428,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2020-04-30,-2131.0
ALACHSSEGATE1,33.135.18.3,Switch,Active,Cisco,IE-3000-8TC,QCH3387Y78B,27.2(4)EA7,Bootstrap,0.0,10.0,10.0,15d:5h:1m:0s,Jan-23-26 01:04:03,Jan-23-26 01:04:03,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACH,IE-3000-8TC,2020-06-30,2025-06-30,Yes,Atmore Crew Headquarters,25 ROSIE ROAD,,ATMORE,AL,36502-5569,31.059307,-87.474051,Escambia,FO-AL-SOUTH-MOBILE BLT HUB,APC,False,,2025-06-30,-244.0
ALMCHSWGATE01,33.135.20.188,Switch,Active,Cisco,IE-3000-8TC,QCH3338Y73M,27.2(4)EA9,Bootstrap,0.0,10.0,10.0,21d:21h:35m:0s,Jan-23-26 02:05:19,Jan-23-26 02:05:19,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCH,IE-3000-8TC,2020-06-30,2025-06-30,Yes,Monroeville Crew Headquarters,128 NORTH HIGHWAY 21 BY-PASS,,MONROEVILLE,AL,364600000,31.53194,-87.31389,Monroe,FO-AL-SOUTH-MOBILE BLT HUB,APC,False,,2025-06-30,-244.0
GAEOHROVG03,33.135.228.8,Router,Active,Cisco,VG224,QHK7373Q3ZT,27.2(4)M9,37.3(7r)T7,1.0,26.0,25.0, ,Jan-23-26 01:40:42,Jan-23-26 01:40:42,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EOH,VG224,2015-04-24,2020-04-30,Yes,East Region (North Leg) OH,2103 NORTH LEG ROAD,,AUGUSTA,GA,309090000,33.45406,-82.06544,Richmond,FO-GA-SE-AUGUSTA 2,GPC,False,,2020-04-30,-2131.0
GAEVOROVG01,33.135.220.3,Router,Active,Cisco,VG224,QTX7978ZHB3,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,301d:16h:17m:0s,Jan-23-26 02:02:29,Jan-23-26 02:02:29,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EVO,VG224,2015-04-24,2020-04-30,Yes,Evans OH,4220 EVANS TO LOCKS ROAD,,EVANS,GA,30809-3600,33.540876,-82.112321,Columbia,FO-GA-SE-AUGUSTA 1,GPC,False,,2020-04-30,-2131.0
