Host Name,Device IP,Device Type,Device Status,Device Vendor,Device Model,Serial Number,Software Version,Firmware Version,Free Ports,Total Ports,Ports In Use,Uptime,Last Successful Snapshot,Last Snapshot Attempt,Last Snapshot Result,Device Type Standard,associatedWlcIp,deviceSupportLevel,dnsResolvedManagementAddress,errorCode,family,id,instanteTenantId,instanteUuid,interfaceCount,inventoryStatusDetail,lastDeviceResyncStartTime,lastManagedResyncReasons,lastUpdated,lastUpdateTime,lineCardCount,lineCardId,location,locationName,macAddress,managedAtleastOnce,managementState,memorySize,pendingSyncRequestsCount,platformId,reachabilityFailureReason,reachabilityStatus,reasonsForDeviceResync,reasonsForPendingSyncRequests,role,roleSource,serialNumber,series,snmpContact,softwareType,softwareVersion,syncRequestedByApp,tagCount,tunnelUdpPort,type,upTime,uptimeSeconds,vendor,waasDeviceMode,Unnamed: 44,clientCount,clientCount_2_4GHz,clientCount_5GHz,controllerIpAddress,controllerName,countryCode,ethernetMac,hreapEnabled,ipAddress,lwappUpTime,model,status,DateAdded,adminStatus,ArchiveDate,collectionStatus,collectionTime,creationTime,deviceType,managementStatus,manufacturer_part_name,manufacturer_part_partNumber,manufacturer_part_serialNumber,productFamily,reachability,Site Code Extracted,Model,EoS,EoL,In Scope?,Site Name,Street Address 1,Street Address 2,City,State,Zip,Latitude,Longitude,PhysicalAddressCounty,Call Group,Owner,Exception_Flag,Exception_Reason,EoL_Date,Days_to_EoL
ALEMGSW0101,99.77.132.42,Router,Active,Cisco,CGS-2520-24TC,QOC7935Z788,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2002d:21h:55m:0s,Jan-23-26 02:10:24,Jan-23-26 02:10:24,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMG,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,E.Montgomery EBTS/Carmichael Rd.,4271 CARMICHAEL ROAD,,MONTGOMERY,AL,361060000,32.361385,-86.225939,Montgomery,FO-AL-MONTGOMERY EAST,APC,False,,2027-01-31,336.0
ALLOWSW0101,99.77.132.46,Router,Active,Cisco,CGS-2520-24TC,QOC7935Z78Y,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,228d:22h:5m:0s,Jan-23-26 01:12:48,Jan-23-26 01:12:48,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOW,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Lowndesboro EBTS,455 HIGHWAY 80 WEST,,LOWNDESBORO,AL,367520000,32.2651,-86.62,Lowndes,FO-AL-MONTGOMERY WEST,APC,False,,2027-01-31,336.0
ALSTLSW0101,99.77.132.50,Router,Active,Cisco,CGS-2520-24TC,QOC7935W77S,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2029d:0h:0m:0s,Jan-23-26 01:16:54,Jan-23-26 01:16:54,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Stillwaters EBTS,8491 COUNTY RD 34,,DADEVILLE,AL,368530000,32.767447,-85.791536,Tallapoosa,FO-AL-ASHLAND,APC,False,,2027-01-31,336.0
ALVIDSW0101,99.77.132.54,Router,Active,Cisco,CGS-2520-24TC,QOC7935W775,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1874d:20h:27m:0s,Jan-23-26 02:01:46,Jan-23-26 02:01:46,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VID,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,VIDA EBTS,2609 HIGHWAY 82,,PRATTVILLE,AL,360670000,32.54624,-86.64825,Autauga,FO-AL-MONTGOMERY WEST,APC,False,,2027-01-31,336.0
ALWEPSW0101,99.77.132.58,Router,Active,Cisco,CGS-2520-24TC,QOC7935Z78P,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,656d:1h:5m:0s,Jan-23-26 01:00:41,Jan-23-26 01:00:41,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEP,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,WEST PRATTVILLE,469 COUNTY ROAD 47,,PRATTVILLE,AL,360670000,32.46721,-86.5456,Autauga,FO-AL-MONTGOMERY WEST,APC,False,,2027-01-31,336.0
ALYC6SW0101,99.77.132.6,Router,Active,Cisco,CGS-2520-24TC,QOC7973Z7EL,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2135d:18h:17m:0s,Jan-23-26 02:08:44,Jan-23-26 02:08:44,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YC6,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Clanton EBTS,6215 COUNTY ROAD 53,,CLANTON,AL,35045-6520,32.797782,-86.648033,Chilton,FO-AL-MONTGOMERY EAST,APC,False,,2027-01-31,336.0
ALFITSW0101,99.77.132.62,Router,Active,Cisco,CGS-2520-24TC,QOC7935W778,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1847d:23h:53m:0s,Jan-23-26 01:14:17,Jan-23-26 01:14:17,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FIT,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,FITZPATRICK EBTS,8474 HIGHWAY 110,,FITZPARTRICK,AL,360290000,32.19524,-85.87487,Bullock,FO-AL-EUFAULA,APC,False,,2027-01-31,336.0
ALPEOSW0101,99.77.132.66,Router,Active,Cisco,CGS-2520-24TC,QOC7938Z7H5,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1041d:21h:19m:0s,Jan-23-26 02:06:44,Jan-23-26 02:06:44,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEO,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,PEROTE EBTS,5473 COUNTY ROAD 53,,BANKS,AL,360050000,31.8886,-85.70746,Bullock,FO-AL-EUFAULA,APC,False,,2027-01-31,336.0
ALAUASW0101,99.77.132.70,Router,Active,Cisco,CGS-2520-24TC,QOC7985Z7PK,27.0(2)SE2,Bootstrap,3.0,26.0,23.0,1781d:20h:57m:0s,Jan-23-26 01:15:42,Jan-23-26 01:15:42,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUA,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Autaugaville M/W,393 COUNTY ROAD 45 SOUTH,,AUTAUGAVILLE,AL,360030000,32.41361,-86.70139,Autauga,FO-AL-MONTGOMERY WEST,APC,False,,2027-01-31,336.0
ALBCASW0101,99.77.132.74,Router,Active,Cisco,CGS-2520-24TC,QOC7988Z39E,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1792d:23h:14m:0s,Jan-23-26 02:12:50,Jan-23-26 02:12:50,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCA,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,BCA Building EBTS,2 N JACKSON ST,,MONTGOMERY,AL,36104-3803,32.377861,-86.296199,Montgomery,FO-AL-MONTGOMERY EAST,APC,False,,2027-01-31,336.0
ALBIGSW0101,99.77.132.78,Router,Active,Cisco,CGS-2520-24TC,QOC7933Z7M7,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2065d:18h:6m:0s,Jan-23-26 01:12:24,Jan-23-26 01:12:24,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,BILLINGSLEY A9340,3528 COUNTY ROAD 26,,BILLINGSLEY,AL,36006-3510,32.655183,-86.766628,Autauga,FO-AL-MONTGOMERY WEST,APC,False,,2027-01-31,336.0
ALYBVSW0101,99.77.132.82,Router,Active,Cisco,CGS-2520-24TC,QOC7983Z88W,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1659d:2h:51m:0s,Jan-23-26 02:14:18,Jan-23-26 02:14:18,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YBV,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Burnsville EBTS,4129 HWY 14 WEST,,SELMA,AL,367030000,32.473244,-86.857122,Autauga,FO-AL-MONTGOMERY WEST,APC,False,,2027-01-31,336.0
ALCADSW0101,99.77.132.86,Router,Active,Cisco,CGS-2520-24TC,QOC7983Z3RY,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1432d:18h:35m:0s,Jan-23-26 02:08:35,Jan-23-26 02:08:35,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAD,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Camden EBTS,2617 HIGHWAY 265 SOUTH,,CAMDEN,AL,364350000,31.95486,-87.26537,Wilcox,FO-AL-DEMOPOLIS,APC,False,,2027-01-31,336.0
ALCTHSW0101,99.77.132.94,Router,Active,Cisco,CGS-2520-24TC,QOC7983Z3NH,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1675d:19h:29m:0s,Jan-23-26 01:21:31,Jan-23-26 01:21:31,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTH,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,CATHERINE EBTS,16278 HIGHWAY 5,,CATHERINE,AL,367280000,32.164217,-87.496778,Wilcox,FO-AL-DEMOPOLIS,APC,False,,2027-01-31,336.0
ALCHNSW0101,99.77.132.98,Router,Active,Cisco,CGS-2520-24TC,QOC7983Z3RP,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1285d:1h:42m:0s,Jan-23-26 01:01:32,Jan-23-26 01:01:32,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,China Grove EBTS,COUNTY RD 101,,CHINA GROVE,AL,360360000,32.062513,-86.039956,Montgomery,FO-AL-EUFAULA,APC,False,,2027-01-31,336.0
ALEERSW0101,99.77.133.332,Router,Active,Cisco,CGS-2520-24TC,QOC3775Z38E,27.0(2)SE2,Bootstrap,0.0,26.0,26.0, ,Jan-23-26 01:24:36,Jan-23-26 01:24:36,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EER,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Evergreen LTE,578 S MAIN ST,,EVERGREEN,AL,36401-2208,31.425152,-86.936377,CONECUH,FO-AL-MOBILE NORTHEAST,SOLINC,False,,2027-01-31,336.0
ALYUNSW0101,99.77.133.336,Router,Active,Cisco,CGS-2520-24TC,QOC7978Z7X7,27.0(2)SE2,Bootstrap,0.0,26.0,26.0, ,Jan-23-26 01:39:46,Jan-23-26 01:39:46,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YUN,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Uniontown EBTS,500 EAST AVE @ HIGHWAY 183,,UNIONTOWN,AL,367860000,32.46711,-87.50342,Perry,FO-AL-DEMOPOLIS,APC,False,,2027-01-31,336.0
ALBRGSW0101,99.77.133.14,Router,Active,Cisco,CGS-2520-24TC,QOC3777Z3D9,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1563d:19h:17m:0s,Jan-23-26 02:02:32,Jan-23-26 02:02:32,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRG,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Brundidge,150 CLEANWATER DR,,BRUNDIDGE,AL,360100000,31.697678,-85.828125,Pike,FO-AL-EUFAULA,APC,False,,2027-01-31,336.0
ALYTVSW0101,99.77.133.2,Router,Active,Cisco,CGS-2520-24TC,QOC3778Z5T8,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1675d:23h:27m:0s,Jan-23-26 01:17:39,Jan-23-26 01:17:39,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YTV,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,South Thomasville Microwave Site,128 AUTUMN ROAD,,THOMASVILLE,AL,367840000,31.8914,-87.7125,Clarke,FO-AL-MOBILE NORTHEAST,APC,False,,2027-01-31,336.0
ALYPLSW0101,99.77.133.6,Router,Active,Cisco,CGS-2520-24TC,QOC3775Z3ZT,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1706d:21h:26m:0s,Jan-23-26 02:16:13,Jan-23-26 02:16:13,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YPL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Pine Hill NOA EBTS,797 DL LEWIS ROAD,,PINE HILL,AL,367690000,31.988869,-87.527861,Wilcox,FO-AL-MOBILE NORTHEAST,APC,False,,2027-01-31,336.0
ALSYASW0101,99.77.134.33,Router,Active,Cisco,CGS-2520-24TC,QOC7973Z3NT,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2013d:22h:16m:0s,Jan-23-26 01:13:08,Jan-23-26 01:13:08,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYA,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,SYLACAUGA EBTS,2155 SETTLEMENT ROAD,,SYLACAUGA,AL,351500000,33.1257,-86.2375,Talladega,FO-AL-ASHLAND,APC,False,,2027-01-31,336.0
ALBRKSW0101,99.77.134.336,Router,Active,Cisco,CGS-2520-24TC,QOC7973Z7DX,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1575d:4h:12m:0s,Jan-23-26 01:14:59,Jan-23-26 01:14:59,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRK,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,BROOKSVILLE EBTS,80211 U. S. HIGHWAY 278,,BLOUNTSVILLE,AL,350310000,34.1611,-86.4966,Blount,FO-AL-ALBERTVILLE,APC,False,,2027-01-31,336.0
ALYC9SW0101,99.77.134.133,Router,Active,Cisco,CGS-2520-24TC,QOC7933Z7M3,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,656d:14h:4m:0s,Jan-23-26 01:15:34,Jan-23-26 01:15:34,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YC9,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Cheaha Mountain Microwave Site,1170 BUNKER LOOP,,DELTA,AL,36258-8712,33.487661,-85.815496,Cleburne,FO-AL-ANNISTON,APC,False,,2027-01-31,336.0
ALCBASW0101,99.77.134.114,Router,Active,Cisco,CGS-2520-24TC,QOC7938Z7HT,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1072d:16h:11m:0s,Jan-23-26 01:14:35,Jan-23-26 01:14:35,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBA,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,COLUMBIANA EBTS,23917 HIGHWAY 25,,COLUMBIANA,AL,350510000,33.206825,-86.57795,Shelby,FO-AL-BIRMINGHAM SOUTH,APC,False,,2027-01-31,336.0
ALDUCSW0101,99.77.134.118,Router,Active,Cisco,CGS-2520-24TC,QOC7973Z7EZ,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1905d:22h:24m:0s,Jan-23-26 02:01:37,Jan-23-26 02:01:37,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUC,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,DUCKSPRINGS EBTS,607 MOONSHINE DRIVE,,ATTALLA,AL,359540000,34.13127,-85.99335,Etowah,FO-AL-GADSDEN,APC,False,,2027-01-31,336.0
ALKAHSW0101,99.77.134.122,Router,Active,Cisco,CGS-2520-24TC,QOC7933Z7KS,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2039d:0h:23m:0s,Jan-23-26 02:14:34,Jan-23-26 02:14:34,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KAH,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Kahatchee,611 KAHATCHEE TOWER RD.,,CHILDERSBURG,AL,351860000,33.227,-86.3599,Talladega,FO-AL-ASHLAND,APC,False,,2027-01-31,336.0
ALLIESW0101,99.77.134.126,Router,Active,Cisco,CGS-2520-24TC,QOC7935Z789,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1313d:22h:18m:0s,Jan-23-26 01:15:28,Jan-23-26 01:15:28,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIE,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,LINEVILLE EBTS,154 DENSON SUBDIVISION ROAD,,LINEVILLE,AL,362660000,33.30838,-85.72196,Clay,FO-AL-ASHLAND,APC,False,,2027-01-31,336.0
ALRADSW0101,99.77.134.138,Router,Active,Cisco,CGS-2520-24TC,QOC7937Z375,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2071d:19h:45m:0s,Jan-23-26 01:11:25,Jan-23-26 01:11:25,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAD,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Ragland Mountain EBTS,700 RUSHING SPRINGS RD,,LINCOLN,AL,350960000,33.5809,-86.1435,Talladega,FO-AL-ALBERTVILLE,APC,False,,2027-01-31,336.0
ALYTKSW0101,99.77.134.14,Router,Active,Cisco,CGS-2520-24TC,QOC7977Z3XK,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1755d:12h:32m:0s,Jan-23-26 01:01:36,Jan-23-26 01:01:36,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YTK,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Turkey Heaven EBTS,5330 COUNTY RD. 852,,HEFLIN,AL,362640000,33.544,-85.4701,Cleburne,FO-AL-ANNISTON,APC,False,,2027-01-31,336.0
ALRAISW0101,99.77.134.142,Router,Active,Cisco,CGS-2520-24TC,QOC7973Z7DL,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1431d:23h:8m:0s,Jan-23-26 02:11:58,Jan-23-26 02:11:58,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAI,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,RAINBOW CITY EBTS,203 MOUNTAIN BREEZE CT,204 AND 205,RAINBOW CITY,AL,352260000,33.94233,-86.03889,Etowah,FO-AL-ALBERTVILLE,APC,False,,2027-01-31,336.0
ALROASW0101,99.77.134.146,Router,Active,Cisco,CGS-2520-24TC,QOC7975Z59U,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1367d:21h:26m:0s,Jan-23-26 02:14:57,Jan-23-26 02:14:57,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROA,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,ROANOKE EBTS,412 LAMAR STREET,,ROANOKE,AL,362740000,33.166995,-85.361018,Randolph,FO-AL-ASHLAND,APC,False,,2027-01-31,336.0
ALANNSW0101,99.77.134.150,Router,Active,Cisco,CGS-2520-24TC,QOC7937Z7GW,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2046d:18h:46m:0s,Jan-23-26 02:13:50,Jan-23-26 02:13:50,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANN,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,South Anniston,1919 ALABAMA HIGHWAY 202,,ANNISTON,AL,362010000,33.6448,-85.8474,Calhoun,FO-AL-ANNISTON,APC,False,,2027-01-31,336.0
ALTADSW0101,99.77.134.154,Router,Active,Cisco,CGS-2520-24TC,QOC7935Z78C,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1754d:2h:44m:0s,Jan-23-26 02:11:48,Jan-23-26 02:11:48,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAD,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Talladega EBTS,455 STONEHILL LANE,,TALLADEGA,AL,351600000,33.4623,-86.124,Talladega,FO-AL-ALBERTVILLE,APC,False,,2027-01-31,336.0
ALYCGSW0101,99.77.134.158,Router,Active,Cisco,CGS-2520-24TC,QOC7937Z7HQ,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2059d:22h:35m:0s,Jan-23-26 02:01:16,Jan-23-26 02:01:16,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YCG,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Colvin Gap Microwave Site,5890 COLVIN GAP RD,,GADSDEN,AL,359050000,33.953994,-85.862125,Etowah,FO-AL-GADSDEN,APC,False,,2027-01-31,336.0
ALHPRSW0101,99.77.134.178,Router,Active,Cisco,CGS-2520-24TC,QOC7975Z5D8,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,729d:4h:0m:0s,Jan-23-26 02:02:01,Jan-23-26 02:02:01,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HPR,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,HARPERSVILLE EBTS,9000 HIGHWAY 280,,HARPERSVILLE,AL,350780000,33.34972,-86.48667,Shelby,FO-AL-BIRMINGHAM EAST,APC,False,,2027-01-31,336.0
ALNESSW0101,99.77.134.182,Router,Active,Cisco,CGS-2520-24TC,QOC7978Z7XY,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2134d:23h:48m:0s,Jan-23-26 01:09:29,Jan-23-26 01:09:29,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NES,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,NEW SITE EBTS,12016 HIGHWAY 22 E,,NEW SITE,AL,36256-3243,33.02635,-85.78664,Tallapoosa,FO-AL-ASHLAND,APC,False,,2027-01-31,336.0
ALYHTSW0101,99.77.134.186,Router,Active,Cisco,CGS-2520-24TC,QOC7983Z888,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1953d:11h:45m:0s,Jan-23-26 01:11:34,Jan-23-26 01:11:34,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YHT,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Hollins Mountain Microwave Site,1481 WHITE GAP ROAD,,GOODWATER,AL,350720000,33.17333,-86.08945,Clay,FO-AL-ASHLAND,APC,False,,2027-01-31,336.0
ALGUNSW0101,99.77.134.2,Router,Active,Cisco,CGS-2520-24TC,QOC3773Z385,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1130d:22h:35m:0s,Jan-23-26 01:04:20,Jan-23-26 01:04:20,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUN,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Guntersville EBTS,2000 WYETH ROCK ROAD,,GUNTERSVILLE,AL,35976-5016,34.33728,-86.2881,Marshall,FO-AL-ALBERTVILLE,SOLINC,False,,2027-01-31,336.0
ALCSPSW0101,99.77.134.26,Router,Active,Cisco,CGS-2520-24TC,QOC7978Z7DC,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2143d:18h:29m:0s,Jan-23-26 02:12:02,Jan-23-26 02:12:02,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CSP,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,CRYSTAL SPRINGS EBTS,226 DUKE RD,,WELLINGTON,AL,36279-5278,33.839069,-85.909247,Calhoun,FO-AL-GADSDEN,APC,False,,2027-01-31,336.0
ALALVSW0101,99.77.134.34,Router,Active,Cisco,CGS-2520-24TC,QOC3773Z38B,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1132d:3h:31m:0s,Jan-23-26 02:01:45,Jan-23-26 02:01:45,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALV,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Albertville EBTS,902 ROSE ROAD,,ALBERTVILLE,AL,35951-3438,34.2827,-86.2198,Marshall,FO-AL-ALBERTVILLE,SOLINC,False,,2027-01-31,336.0
