Host Name,Device IP,Device Type,Device Status,Device Vendor,Device Model,Serial Number,Software Version,Firmware Version,Free Ports,Total Ports,Ports In Use,Uptime,Last Successful Snapshot,Last Snapshot Attempt,Last Snapshot Result,Device Type Standard,associatedWlcIp,deviceSupportLevel,dnsResolvedManagementAddress,errorCode,family,id,instanteTenantId,instanteUuid,interfaceCount,inventoryStatusDetail,lastDeviceResyncStartTime,lastManagedResyncReasons,lastUpdated,lastUpdateTime,lineCardCount,lineCardId,location,locationName,macAddress,managedAtleastOnce,managementState,memorySize,pendingSyncRequestsCount,platformId,reachabilityFailureReason,reachabilityStatus,reasonsForDeviceResync,reasonsForPendingSyncRequests,role,roleSource,serialNumber,series,snmpContact,softwareType,softwareVersion,syncRequestedByApp,tagCount,tunnelUdpPort,type,upTime,uptimeSeconds,vendor,waasDeviceMode,Unnamed: 44,clientCount,clientCount_2_4GHz,clientCount_5GHz,controllerIpAddress,controllerName,countryCode,ethernetMac,hreapEnabled,ipAddress,lwappUpTime,model,status,DateAdded,IsReachable,IsReachable2,adminStatus,ArchiveDate,collectionStatus,collectionTime,creationTime,deviceType,managementStatus,manufacturer_part_name,manufacturer_part_partNumber,manufacturer_part_serialNumber,productFamily,reachability,Site Code Extracted,State,Model,EoS,EoL,In Scope?,Repl Device,ReplaceNow,PrepareToReplace,Material Cost,Labor Cost,Device Cost,latitude,longitude,county,affiliate,Owner,Exception_Flag,Exception_Reason,EoL_Date,Days_to_EoL,EoS_Date,Days_to_EoS
GALSBROVG14,33.138.58.0,Router,Active,Cisco,VG224,QHK7757Q7UC,27.2(4)M9,37.3(7r)T7,1.0,26.0,25.0, ,Jan-23-26 01:08:31,Jan-23-26 01:08:31,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LSB,GA,VG224,2015-04-24,2020-04-30,Yes,VG410-24FXS,Replace,Do Not Replace,4015.584,770.0,3256.32,33.625054,-84.387102,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,False,,2020-04-30,-2132.0,2015-04-24,-3965.0
GASFPROVG01,33.138.50.5,Router,Active,Cisco,VG224,QTX7877ZKT7,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,51d:15h:1m:0s,Jan-23-26 01:14:05,Jan-23-26 01:14:05,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFP,GA,VG224,2015-04-24,2020-04-30,Yes,VG410-24FXS,Replace,Do Not Replace,4015.584,770.0,3256.32,33.599911,-84.387686,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,False,,2020-04-30,-2132.0,2015-04-24,-3965.0
GASFPROVG02,33.138.50.5,Router,Active,Cisco,VG224,QTX7787ZMDD,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,51d:15h:8m:0s,Jan-23-26 01:14:49,Jan-23-26 01:14:49,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFP,GA,VG224,2015-04-24,2020-04-30,Yes,VG410-24FXS,Replace,Do Not Replace,4015.584,770.0,3256.32,33.599911,-84.387686,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,False,,2020-04-30,-2132.0,2015-04-24,-3965.0
GAENVROVG01,33.138.85.3,Router,Active,Cisco,VG224,QTX7739ZKKZ,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,226d:21h:59m:0s,Jan-23-26 01:05:58,Jan-23-26 01:05:58,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENV,GA,VG224,2015-04-24,2020-04-30,Yes,VG410-24FXS,Replace,Do Not Replace,4015.584,770.0,3256.32,33.827291,-84.480599,Cobb,FO-GA-NW-METRO NORTHWEST,GPC,False,,2020-04-30,-2132.0,2015-04-24,-3965.0
GAJSRSW0102,33.138.88.185,Switch,Active,Cisco,IE-3000-4TC,QOC7887Z7EZ,27.0(2)EY2,Bootstrap,0.0,6.0,6.0,35d:0h:12m:0s,Jan-23-26 01:00:28,Jan-23-26 01:00:28,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JSR,GA,IE-3000-4TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.596859,-84.382469,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GAKTFSCHSE0101,33.138.88.5,Switch,Active,Cisco,IE-3000-8TC,QOC7738X798,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,28d:22h:32m:0s,Jan-23-26 01:38:35,Jan-23-26 01:38:35,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KTF,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.640477,-84.127856,DeKalb,FO-GA-NE-CONYERS,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GAMOHROVG01,33.138.01.3,Router,Active,Cisco,VG224,QTX7739ZKKZ,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,2148d:19h:59m:0s,Jan-23-26 01:38:09,Jan-23-26 01:38:09,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOH,GA,VG224,2015-04-24,2020-04-30,Yes,VG410-24FXS,Replace,Do Not Replace,4015.584,770.0,3256.32,33.70055,-84.17889,Dekalb,FO-GA-NE-CONYERS,GPC,False,,2020-04-30,-2132.0,2015-04-24,-3965.0
GAMOHROVG02,33.138.01.5,Router,Active,Cisco,VG224,QTX7739ZKKY,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,681d:23h:49m:0s,Jan-23-26 01:32:31,Jan-23-26 01:32:31,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOH,GA,VG224,2015-04-24,2020-04-30,Yes,VG410-24FXS,Replace,Do Not Replace,4015.584,770.0,3256.32,33.70055,-84.17889,Dekalb,FO-GA-NE-CONYERS,GPC,False,,2020-04-30,-2132.0,2015-04-24,-3965.0
GAASCROVG02,33.138.02.33,Router,Active,Cisco,VG224,QTX7879ZL33,27.2(4)M7,37.4(33r)T7,1.0,26.0,25.0,137d:21h:24m:0s,Jan-23-26 01:15:29,Jan-23-26 01:15:29,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASC,GA,VG224,2015-04-24,2020-04-30,Yes,VG410-24FXS,Replace,Do Not Replace,4015.584,770.0,3256.32,33.776302,-84.412476,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,False,,2020-04-30,-2132.0,2015-04-24,-3965.0
GARSWROVG01,33.138.81.5,Router,Active,Cisco,VG224,QTX7735ZHQQ,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,61d:3h:52m:0s,Jan-23-26 02:09:35,Jan-23-26 02:09:35,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSW,GA,VG224,2015-04-24,2020-04-30,Yes,VG410-24FXS,Replace,Do Not Replace,4015.584,770.0,3256.32,34.064646,-84.311265,Fulton,FO-GA-NE-CUMMING,GPC,False,,2020-04-30,-2132.0,2015-04-24,-3965.0
GARSWROVG02,33.138.81.8,Router,Active,Cisco,VG224,QTX7735Z79K,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,61d:3h:55m:0s,Jan-23-26 01:02:47,Jan-23-26 01:02:47,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSW,GA,VG224,2015-04-24,2020-04-30,Yes,VG410-24FXS,Replace,Do Not Replace,4015.584,770.0,3256.32,34.064646,-84.311265,Fulton,FO-GA-NE-CUMMING,GPC,False,,2020-04-30,-2132.0,2015-04-24,-3965.0
GAJOHROVG01,33.138.82.8,Router,Active,Cisco,VG224,QTX7738ZK3H,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,552d:23h:31m:0s,Jan-23-26 02:30:40,Jan-23-26 02:30:40,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JOH,GA,VG224,2015-04-24,2020-04-30,Yes,VG410-24FXS,Replace,Do Not Replace,4015.584,770.0,3256.32,33.49284,-84.33868,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,False,,2020-04-30,-2132.0,2015-04-24,-3965.0
GANSHROVG01,33.138.85.0,Router,Active,Cisco,VG224,QTX7735Z75W,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,25d:22h:57m:0s,Jan-23-26 02:29:10,Jan-23-26 02:29:10,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NSH,GA,VG224,2015-04-24,2020-04-30,Yes,VG410-24FXS,Replace,Do Not Replace,4015.584,770.0,3256.32,33.9211,-84.3083,Dekalb,FO-GA-NE-METRO NORTHEAST,GPC,False,,2020-04-30,-2132.0,2015-04-24,-3965.0
GACDIROVG01,33.138.80.3,Router,Active,Cisco,VG224,QTX7738ZMHB,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,263d:0h:4m:0s,Jan-23-26 01:01:42,Jan-23-26 01:01:42,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CDI,GA,VG224,2015-04-24,2020-04-30,Yes,VG410-24FXS,Replace,Do Not Replace,4015.584,770.0,3256.32,33.588034,-85.102431,Carroll,FO-GA-NW-CARROLL/HEARD/DOUGLAS,GPC,False,,2020-04-30,-2132.0,2015-04-24,-3965.0
GARVRSW0101,33.155.155.8,L3Switch,Active,Cisco,WS-C3850-48P,"QCW3733D7TK,QCW3733C7ZB",03.07.02E,IOS-XE,3.0,113.0,110.0,381d:4h:22m:0s,Jan-23-26 01:24:10,Jan-23-26 01:24:10,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RVR,GA,WS-C3850-48P,2020-10-30,2025-10-31,Yes,C9300-48T-E,Replace,Do Not Replace,6294.120000000001,1540.0,3996.14,33.542058,-84.416476,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,SOGAS,False,,2025-10-31,-122.0,2020-10-30,-1949.0
ILTROSW0103,33.150.155.0,Switch,Active,Cisco,WS-C2960C-8PC-L,QOC3378Y3U7,27.2(2)E7,Bootstrap,0.0,10.0,10.0,13d:0h:28m:0s,Jan-23-26 01:09:06,Jan-23-26 01:09:06,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRO,IL,WS-C2960C-8PC-L,2020-10-30,2025-10-31,Yes,C9200CX-8P-2X2G-E,Replace,Do Not Replace,1662.7800000000002,1540.0,956.65,41.456138,-89.121406,LaSalle,FO-SOGAS-IL REGIONS BLT HUB,SOGAS,False,,2025-10-31,-122.0,2020-10-30,-1949.0
ILTROSW0104,33.150.155.8,Switch,Active,Cisco,WS-C2960C-8PC-L,QOC3373T8Z8,27.2(2)E7,Bootstrap,0.0,10.0,10.0,13d:0h:32m:0s,Jan-23-26 02:09:11,Jan-23-26 02:09:11,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRO,IL,WS-C2960C-8PC-L,2020-10-30,2025-10-31,Yes,C9200CX-8P-2X2G-E,Replace,Do Not Replace,1662.7800000000002,1540.0,956.65,41.456138,-89.121406,LaSalle,FO-SOGAS-IL REGIONS BLT HUB,SOGAS,False,,2025-10-31,-122.0,2020-10-30,-1949.0
ILANCSW0104,33.150.5.8,Switch,Active,Cisco,WS-C2960C-8PC-L,QOC3333Y3DK,27.2(2)E7,Bootstrap,0.0,10.0,10.0,22d:13h:18m:0s,Jan-23-26 01:04:10,Jan-23-26 01:04:10,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC,IL,WS-C2960C-8PC-L,2020-10-30,2025-10-31,Yes,C9200CX-8P-2X2G-E,Replace,Do Not Replace,1662.7800000000002,1540.0,956.65,41.120867,-88.835352,LaSalle,FO-SOGAS-IL REGIONS BLT HUB,SOGAS,False,,2025-10-31,-122.0,2020-10-30,-1949.0
ILJOLSW0103,33.150.88.0,Switch,Active,Cisco,WS-C2960C-8PC-L,QOC3373T83D,27.2(2)E7,Bootstrap,0.0,10.0,10.0,135d:19h:40m:0s,Jan-23-26 02:02:07,Jan-23-26 02:02:07,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JOL,IL,WS-C2960C-8PC-L,2020-10-30,2025-10-31,Yes,C9200CX-8P-2X2G-E,Replace,Do Not Replace,1662.7800000000002,1540.0,956.65,41.521296,-88.003531,Will,FO-SOGAS-IL REGIONS BLT HUB,SOGAS,False,,2025-10-31,-122.0,2020-10-30,-1949.0
ALCPNSW1BIT01,33.152.18.8,Switch,Active,Cisco,WS-C2960S-48FPS-L,QOC7778X3UU,27.0(2)SE3,Bootstrap,1.0,53.0,52.0, ,Jan-23-26 01:05:37,Jan-23-26 01:05:37,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPN,AL,WS-C2960S-48FPS-L,2015-11-06,2020-11-30,Yes,C9200-48P-E,Replace,Do Not Replace,5812.704,1540.0,3504.85,33.436182,-86.728547,Jefferson,FO-AL-BIRMINGHAM NORTHEAST,SCS,False,,2020-11-30,-1918.0,2015-11-06,-3769.0
ALCPSROVG6B01,33.152.80.5,Router,Active,Cisco,VG202,QCH7877S7MM,27.2(4)M3,37.4(70r)YA3,1.0,4.0,3.0, ,Jan-23-26 01:22:06,Jan-23-26 01:22:06,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPS,AL,VG202,2013-11-16,2018-11-30,Yes,VG400-8FXS,Replace,Do Not Replace,2393.976,770.0,1904.98,33.435593,-86.727862,Jefferson,FO-AL-BIRMINGHAM NORTHEAST,SCS,False,,2018-11-30,-2649.0,2013-11-16,-4489.0
ALCPSSW9ROC2,33.152.80.5,L3Switch,Active,Cisco,WS-C3850-24T,QCW3788D77N,03.07.02E,IOS-XE,41.0,65.0,24.0, ,Jan-23-26 02:15:26,Jan-23-26 02:15:26,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPS,AL,WS-C3850-24T,2020-10-30,2025-10-31,Yes,C9300-24T-E,Replace,Do Not Replace,3824.472,1540.0,2415.37,33.435593,-86.727862,Jefferson,FO-AL-BIRMINGHAM NORTHEAST,SCS,False,,2025-10-31,-122.0,2020-10-30,-1949.0
ALCPSSW9ROC3,33.152.80.8,L3Switch,Active,Cisco,WS-C3850-24T,QCW3737C78N,03.07.02E,IOS-XE,18.0,33.0,15.0, ,Jan-23-26 01:28:55,Jan-23-26 01:28:55,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPS,AL,WS-C3850-24T,2020-10-30,2025-10-31,Yes,C9300-24T-E,Replace,Do Not Replace,3824.472,1540.0,2415.37,33.435593,-86.727862,Jefferson,FO-AL-BIRMINGHAM NORTHEAST,SCS,False,,2025-10-31,-122.0,2020-10-30,-1949.0
GAXGPSWAUDIT01,33.188.18.5,L3Switch,Active,Cisco,WS-C3850-48T,QCW3777D7HQ,03.07.02E,IOS-XE,0.0,57.0,57.0,150d:1h:12m:25s,Jan-23-26 01:02:34,Jan-23-26 01:02:34,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XGP,GA,WS-C3850-48T,2020-10-30,2025-10-31,Yes,C9300-48T-E,Replace,Do Not Replace,6294.120000000001,1540.0,3996.14,33.76361,-84.38194,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,False,,2025-10-31,-122.0,2020-10-30,-1949.0
ALFRFSW0201,33.2.2.188,Switch,Active,Cisco,IE-3000-8TC,QOC7939Z7WW,27.0(2)EY3,Bootstrap,1.0,10.0,9.0,6d:18h:3m:0s,Jan-23-26 02:11:07,Jan-23-26 02:11:07,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRF,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.329749,-85.731195,Dale,FO-AL-DOTHAN WEST,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALPLMSWSCRUB01,33.88.130.5,Switch,Active,Cisco,IE-3000-8TC,QCH3878Y783,27.2(4)EA7,Bootstrap,0.0,18.0,18.0,153d:21h:59m:0s,Jan-23-26 01:12:36,Jan-23-26 01:12:36,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.62846,-87.05334,Jefferson,FO-AL-MILLER SP,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALPLMSWSCRUB02,33.88.130.5,Switch,Active,Cisco,IE-3000-8TC,QCH3873Y7N3,27.2(4)EA7,Bootstrap,1.0,18.0,17.0,137d:21h:37m:0s,Jan-23-26 02:21:53,Jan-23-26 02:21:53,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.62846,-87.05334,Jefferson,FO-AL-MILLER SP,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALPLMSWSCRUB03,33.88.130.8,Switch,Active,Cisco,IE-3000-8TC,QCH3877Y73T,27.2(4)EA7,Bootstrap,1.0,18.0,17.0,152d:22h:13m:0s,Jan-23-26 02:21:53,Jan-23-26 02:21:53,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.62846,-87.05334,Jefferson,FO-AL-MILLER SP,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALPLMSWSCRUB04,33.88.130.0,Switch,Active,Cisco,IE-3000-8TC,QCH3877Y73B,27.2(4)EA7,Bootstrap,1.0,18.0,17.0,152d:20h:59m:0s,Jan-23-26 01:04:59,Jan-23-26 01:04:59,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.62846,-87.05334,Jefferson,FO-AL-MILLER SP,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALPLBSWLOAD1,33.88.183.11,Switch,Active,Cisco,IE-3000-8TC,QOC7738W7TH,27.0(2)EY2,Bootstrap,1.0,10.0,9.0,262d:1h:22m:0s,Jan-23-26 01:07:42,Jan-23-26 01:07:42,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLB,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.006714,-88.009629,Mobile,FO-AL-SOUTH-MOBILE BLT HUB,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALPLBSWSTACK,33.88.183.133,Switch,Active,Cisco,IE-3000-8TC,QOC3739W7K8,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1422d:23h:33m:0s,Jan-23-26 01:18:59,Jan-23-26 01:18:59,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLB,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.006714,-88.009629,Mobile,FO-AL-SOUTH-MOBILE BLT HUB,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALPLBSWGASYARD,33.88.183.111,Switch,Active,Cisco,IE-3000-8TC,QOC3739W7KR,27.0(2)EY2,Bootstrap,1.0,10.0,9.0,24d:5h:57m:0s,Jan-23-26 02:07:33,Jan-23-26 02:07:33,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLB,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.006714,-88.009629,Mobile,FO-AL-SOUTH-MOBILE BLT HUB,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALPLBSWTOPASHCAM01,33.88.183.115,Switch,Active,Cisco,WS-C2960C-8PC-L,QOC3338Y7ED,27.2(2)E8,Bootstrap,0.0,10.0,10.0,276d:3h:38m:0s,Jan-23-26 02:20:05,Jan-23-26 02:20:05,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLB,AL,WS-C2960C-8PC-L,2020-10-30,2025-10-31,Yes,C9200CX-8P-2X2G-E,Replace,Do Not Replace,1662.7800000000002,1540.0,956.65,31.006714,-88.009629,Mobile,FO-AL-SOUTH-MOBILE BLT HUB,APC,False,,2025-10-31,-122.0,2020-10-30,-1949.0
ALPLBSWBOTASHCAM02,33.88.183.133,Switch,Active,Cisco,WS-C2960C-8PC-L,QOC3337Y5BW,27.2(2)E7,Bootstrap,1.0,10.0,9.0,606d:2h:2m:0s,Jan-23-26 02:12:35,Jan-23-26 02:12:35,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLB,AL,WS-C2960C-8PC-L,2020-10-30,2025-10-31,Yes,C9200CX-8P-2X2G-E,Replace,Do Not Replace,1662.7800000000002,1540.0,956.65,31.006714,-88.009629,Mobile,FO-AL-SOUTH-MOBILE BLT HUB,APC,False,,2025-10-31,-122.0,2020-10-30,-1949.0
ALPLBSWBOTASHCAM03,33.88.183.118,Switch,Active,Cisco,WS-C2960C-8PC-L,QOC3337Y5L8,27.2(2)E7,Bootstrap,1.0,10.0,9.0,606d:2h:2m:0s,Jan-23-26 02:09:57,Jan-23-26 02:09:57,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLB,AL,WS-C2960C-8PC-L,2020-10-30,2025-10-31,Yes,C9200CX-8P-2X2G-E,Replace,Do Not Replace,1662.7800000000002,1540.0,956.65,31.006714,-88.009629,Mobile,FO-AL-SOUTH-MOBILE BLT HUB,APC,False,,2025-10-31,-122.0,2020-10-30,-1949.0
ALPLBSWMGT,33.88.183.12,Switch,Active,Cisco,WS-C2960C-8PC-L,QOC7885Z5QW,27.0(2)SE7,Bootstrap,1.0,10.0,9.0,910d:1h:16m:0s,Jan-23-26 01:20:53,Jan-23-26 01:20:53,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLB,AL,WS-C2960C-8PC-L,2020-10-30,2025-10-31,Yes,C9200CX-8P-2X2G-E,Replace,Do Not Replace,1662.7800000000002,1540.0,956.65,31.006714,-88.009629,Mobile,FO-AL-SOUTH-MOBILE BLT HUB,APC,False,,2025-10-31,-122.0,2020-10-30,-1949.0
ALOLISWCAM1,33.88.52.3,Switch,Active,Cisco,WS-C2960C-8PC-L,QOC7957W58C,27.0(2)SE4,Bootstrap,0.0,10.0,10.0,451d:0h:30m:0s,Jan-23-26 01:25:06,Jan-23-26 01:25:06,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OLI,AL,WS-C2960C-8PC-L,2020-10-30,2025-10-31,Yes,C9200CX-8P-2X2G-E,Replace,Do Not Replace,1662.7800000000002,1540.0,956.65,31.263163,-88.009061,Washington,FO-AL-MOBILE BARRY,APC,False,,2025-10-31,-122.0,2020-10-30,-1949.0
ALOLISWCAM2,33.88.52.5,Switch,Active,Cisco,WS-C2960C-8PC-L,QOC7957W55Q,27.0(2)SE4,Bootstrap,0.0,10.0,10.0,451d:0h:50m:0s,Jan-23-26 02:21:37,Jan-23-26 02:21:37,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OLI,AL,WS-C2960C-8PC-L,2020-10-30,2025-10-31,Yes,C9200CX-8P-2X2G-E,Replace,Do Not Replace,1662.7800000000002,1540.0,956.65,31.263163,-88.009061,Washington,FO-AL-MOBILE BARRY,APC,False,,2025-10-31,-122.0,2020-10-30,-1949.0
