Host Name,Device IP,Device Type,Device Status,Device Vendor,Device Model,Serial Number,Software Version,Firmware Version,Free Ports,Total Ports,Ports In Use,Uptime,Last Successful Snapshot,Last Snapshot Attempt,Last Snapshot Result,Device Type Standard,associatedWlcIp,deviceSupportLevel,dnsResolvedManagementAddress,errorCode,family,id,instanteTenantId,instanteUuid,interfaceCount,inventoryStatusDetail,lastDeviceResyncStartTime,lastManagedResyncReasons,lastUpdated,lastUpdateTime,lineCardCount,lineCardId,location,locationName,macAddress,managedAtleastOnce,managementState,memorySize,pendingSyncRequestsCount,platformId,reachabilityFailureReason,reachabilityStatus,reasonsForDeviceResync,reasonsForPendingSyncRequests,role,roleSource,serialNumber,series,snmpContact,softwareType,softwareVersion,syncRequestedByApp,tagCount,tunnelUdpPort,type,upTime,uptimeSeconds,vendor,waasDeviceMode,Unnamed: 44,clientCount,clientCount_2_4GHz,clientCount_5GHz,controllerIpAddress,controllerName,countryCode,ethernetMac,hreapEnabled,ipAddress,lwappUpTime,model,status,DateAdded,adminStatus,ArchiveDate,collectionStatus,collectionTime,creationTime,deviceType,managementStatus,manufacturer_part_name,manufacturer_part_partNumber,manufacturer_part_serialNumber,productFamily,reachability,Site Code Extracted,State,Model,EoS,EoL,In Scope?,Repl Device,Material Cost,Labor Cost,Device Cost,latitude,longitude,county,affiliate,Owner,Exception_Flag,Exception_Reason,EoL_Date,Days_to_EoL,EoS_Date,Days_to_EoS
ALRAISW0101,99.77.134.142,Router,Active,Cisco,CGS-2520-24TC,QOC7973Z7DL,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1431d:23h:8m:0s,Jan-23-26 02:11:58,Jan-23-26 02:11:58,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAI,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.94233,-86.03889,Etowah,FO-AL-ALBERTVILLE,APC,False,,2027-01-31,336.0,2022-01-11,-1510.0
ALROASW0101,99.77.134.146,Router,Active,Cisco,CGS-2520-24TC,QOC7975Z59U,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1367d:21h:26m:0s,Jan-23-26 02:14:57,Jan-23-26 02:14:57,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROA,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.166995,-85.361018,Randolph,FO-AL-ASHLAND,APC,False,,2027-01-31,336.0,2022-01-11,-1510.0
ALANNSW0101,99.77.134.150,Router,Active,Cisco,CGS-2520-24TC,QOC7937Z7GW,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2046d:18h:46m:0s,Jan-23-26 02:13:50,Jan-23-26 02:13:50,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANN,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.6448,-85.8474,Calhoun,FO-AL-ANNISTON,APC,False,,2027-01-31,336.0,2022-01-11,-1510.0
ALTADSW0101,99.77.134.154,Router,Active,Cisco,CGS-2520-24TC,QOC7935Z78C,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1754d:2h:44m:0s,Jan-23-26 02:11:48,Jan-23-26 02:11:48,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAD,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.4623,-86.124,Talladega,FO-AL-ALBERTVILLE,APC,False,,2027-01-31,336.0,2022-01-11,-1510.0
ALYCGSW0101,99.77.134.158,Router,Active,Cisco,CGS-2520-24TC,QOC7937Z7HQ,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2059d:22h:35m:0s,Jan-23-26 02:01:16,Jan-23-26 02:01:16,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YCG,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.953994,-85.862125,Etowah,FO-AL-GADSDEN,APC,False,,2027-01-31,336.0,2022-01-11,-1510.0
ALHPRSW0101,99.77.134.178,Router,Active,Cisco,CGS-2520-24TC,QOC7975Z5D8,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,729d:4h:0m:0s,Jan-23-26 02:02:01,Jan-23-26 02:02:01,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HPR,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.34972,-86.48667,Shelby,FO-AL-BIRMINGHAM EAST,APC,False,,2027-01-31,336.0,2022-01-11,-1510.0
ALNESSW0101,99.77.134.182,Router,Active,Cisco,CGS-2520-24TC,QOC7978Z7XY,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2134d:23h:48m:0s,Jan-23-26 01:09:29,Jan-23-26 01:09:29,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NES,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.02635,-85.78664,Tallapoosa,FO-AL-ASHLAND,APC,False,,2027-01-31,336.0,2022-01-11,-1510.0
ALYHTSW0101,99.77.134.186,Router,Active,Cisco,CGS-2520-24TC,QOC7983Z888,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1953d:11h:45m:0s,Jan-23-26 01:11:34,Jan-23-26 01:11:34,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YHT,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.17333,-86.08945,Clay,FO-AL-ASHLAND,APC,False,,2027-01-31,336.0,2022-01-11,-1510.0
ALGUNSW0101,99.77.134.2,Router,Active,Cisco,CGS-2520-24TC,QOC3773Z385,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1130d:22h:35m:0s,Jan-23-26 01:04:20,Jan-23-26 01:04:20,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUN,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,34.33728,-86.2881,Marshall,FO-AL-ALBERTVILLE,SOLINC,False,,2027-01-31,336.0,2022-01-11,-1510.0
ALCSPSW0101,99.77.134.26,Router,Active,Cisco,CGS-2520-24TC,QOC7978Z7DC,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2143d:18h:29m:0s,Jan-23-26 02:12:02,Jan-23-26 02:12:02,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CSP,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.839069,-85.909247,Calhoun,FO-AL-GADSDEN,APC,False,,2027-01-31,336.0,2022-01-11,-1510.0
ALALVSW0101,99.77.134.34,Router,Active,Cisco,CGS-2520-24TC,QOC3773Z38B,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1132d:3h:31m:0s,Jan-23-26 02:01:45,Jan-23-26 02:01:45,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALV,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,34.2827,-86.2198,Marshall,FO-AL-ALBERTVILLE,SOLINC,False,,2027-01-31,336.0,2022-01-11,-1510.0
ALCMTSW0101,99.77.134.38,Router,Active,Cisco,CGS-2520-24TC,QOC7973Z3PC,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,821d:12h:34m:0s,Jan-23-26 01:16:18,Jan-23-26 01:16:18,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMT,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.97568,-86.20113,St. Clair,FO-AL-ALBERTVILLE,APC,False,,2027-01-31,336.0,2022-01-11,-1510.0
ALYG6SW0101,99.77.134.42,Router,Active,Cisco,CGS-2520-24TC,QOC7973Z5LK,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2170d:0h:39m:0s,Jan-23-26 01:10:19,Jan-23-26 01:10:19,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YG6,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,34.031816,-86.010096,Etowah,FO-AL-GADSDEN,APC,False,,2027-01-31,336.0,2022-01-11,-1510.0
ALWEDSW0101,99.77.134.50,Router,Active,Cisco,CGS-2520-24TC,QOC7973Z3NZ,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2157d:19h:39m:0s,Jan-23-26 01:15:28,Jan-23-26 01:15:28,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WED,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.3116,-85.4955,Randolph,FO-AL-ASHLAND,APC,False,,2027-01-31,336.0,2022-01-11,-1510.0
ALMLRSW0101,99.77.134.54,Router,Active,Cisco,CGS-2520-24TC,QOC7973Z5MY,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1891d:18h:35m:0s,Jan-23-26 02:11:51,Jan-23-26 02:11:51,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLR,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.1759,-85.8912,Clay,FO-AL-ASHLAND,APC,False,,2027-01-31,336.0,2022-01-11,-1510.0
ALASDSW0101,99.77.134.58,Router,Active,Cisco,CGS-2520-24TC,QOC7973Z5MS,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2137d:23h:49m:0s,Jan-23-26 01:12:52,Jan-23-26 01:12:52,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASD,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.2605,-85.8423,Clay,FO-AL-ASHLAND,APC,False,,2027-01-31,336.0,2022-01-11,-1510.0
ALSHOSW0101,99.77.134.6,Router,Active,Cisco,CGS-2520-24TC,QOC7978Z7D3,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,520d:20h:23m:0s,Jan-23-26 02:14:48,Jan-23-26 02:14:48,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHO,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.079438,-86.170765,Coosa,FO-AL-ASHLAND,APC,False,,2027-01-31,336.0,2022-01-11,-1510.0
ALCNTSW0101,99.77.134.62,Router,Active,Cisco,CGS-2520-24TC,QOC7973Z5LM,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1049d:22h:53m:0s,Jan-23-26 01:15:29,Jan-23-26 01:15:29,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CNT,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,34.12925,-85.67668,Cherokee,FO-AL-GADSDEN,APC,False,,2027-01-31,336.0,2022-01-11,-1510.0
ALWADSW0101,99.77.134.66,Router,Active,Cisco,CGS-2520-24TC,QOC7973Z775,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,322d:8h:33m:0s,Jan-23-26 01:14:18,Jan-23-26 01:14:18,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAD,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.11984,-85.53198,Randolph,FO-AL-ASHLAND,APC,False,,2027-01-31,336.0,2022-01-11,-1510.0
ALJACSW0101,99.77.134.70,Router,Active,Cisco,CGS-2520-24TC,QOC7973Z5MP,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2139d:0h:33m:0s,Jan-23-26 02:09:49,Jan-23-26 02:09:49,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JAC,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.797988,-85.773241,Calhoun,FO-AL-GADSDEN,APC,False,,2027-01-31,336.0,2022-01-11,-1510.0
ALBOASW0101,99.77.134.74,Router,Active,Cisco,CGS-2520-24TC,QOC7979Z378,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2115d:18h:25m:0s,Jan-23-26 01:14:36,Jan-23-26 01:14:36,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOA,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,34.1895,-86.1518,Marshall,FO-AL-ALBERTVILLE,APC,False,,2027-01-31,336.0,2022-01-11,-1510.0
ALEABSW0101,99.77.134.78,Router,Active,Cisco,CGS-2520-24TC,QOC7979Z37N,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2090d:23h:4m:0s,Jan-23-26 02:11:34,Jan-23-26 02:11:34,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAB,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.580358,-85.993414,Calhoun,FO-AL-ANNISTON,APC,False,,2027-01-31,336.0,2022-01-11,-1510.0
ALSWASW0101,99.77.134.82,Router,Active,Cisco,CGS-2520-24TC,QOC7979Z379,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2164d:22h:30m:0s,Jan-23-26 01:15:28,Jan-23-26 01:15:28,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWA,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.093651,-85.617866,Tallapoosa,FO-AL-ASHLAND,APC,False,,2027-01-31,336.0,2022-01-11,-1510.0
ALYWOSW0101,99.77.134.90,Router,Active,Cisco,CGS-2520-24TC,QOC7973Z3PB,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1096d:7h:59m:0s,Jan-23-26 02:00:38,Jan-23-26 02:00:38,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YWO,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.246602,-86.463164,Shelby,FO-AL-BIRMINGHAM EAST,APC,False,,2027-01-31,336.0,2022-01-11,-1510.0
ALGTRSW0101,99.77.135.18,Router,Active,Cisco,CGS-2520-24TC,QOC3735Z3ZS,27.0(2)SE2,Bootstrap,0.0,26.0,26.0, ,Jan-23-26 01:04:48,Jan-23-26 01:04:48,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTR,AL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,34.014472,-85.974944,Etowah,FO-AL-GADSDEN,APC,False,,2027-01-31,336.0,2022-01-11,-1510.0
GALILSW0101,99.77.136.33,Router,Active,Cisco,CGS-2520-24TC,QOC7979Z37N,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2125d:21h:15m:0s,Jan-23-26 02:18:42,Jan-23-26 02:18:42,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIL,GA,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.8904,-84.1458,Gwinnett,FO-GA-NE-CONYERS,GPC,False,,2027-01-31,336.0,2022-01-11,-1510.0
GAHIGSW0101,99.77.136.332,Router,Active,Cisco,CGS-2520-24TC,QOC7973Z7Q8,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1382d:1h:26m:0s,Jan-23-26 01:00:26,Jan-23-26 01:00:26,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIG,GA,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.753611,-84.465306,Fulton,FO-GA-NW-METRO SOUTHWEST,GPC,False,,2027-01-31,336.0,2022-01-11,-1510.0
GAZ3SSW0101,99.77.136.133,Router,Active,Cisco,CGS-2520-24TC,QOC7937Z37R,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2078d:19h:37m:0s,Jan-23-26 02:14:27,Jan-23-26 02:14:27,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z3S,GA,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,34.066021,-84.454093,Cobb,FO-GA-NW-COBB,GPC,False,,2027-01-31,336.0,2022-01-11,-1510.0
GAMARSW0101,99.77.136.122,Router,Active,Cisco,CGS-2520-24TC,QOC7933Z79Q,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1998d:1h:40m:0s,Jan-23-26 01:02:38,Jan-23-26 01:02:38,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAR,GA,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.9513,-84.5322,Cobb,FO-GA-NW-COBB,GPC,False,,2027-01-31,336.0,2022-01-11,-1510.0
GAEACSW0101,99.77.136.126,Router,Active,Cisco,CGS-2520-24TC,QOC7937Z7QU,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2057d:19h:5m:0s,Jan-23-26 02:14:52,Jan-23-26 02:14:52,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAC,GA,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.97746,-84.439217,Cobb,FO-GA-NW-COBB,GPC,False,,2027-01-31,336.0,2022-01-11,-1510.0
GAWISSW0101,99.77.136.134,Router,Active,Cisco,CGS-2520-24TC,QOC7933Z79D,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2071d:0h:47m:0s,Jan-23-26 01:16:16,Jan-23-26 01:16:16,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIS,GA,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.73385,-84.79653,Douglas,FO-GA-NW-PAULDING/POLK/HARALSON,GPC,False,,2027-01-31,336.0,2022-01-11,-1510.0
GAZS2SW0101,99.77.136.14,Router,Active,Cisco,CGS-2520-24TC,QOC7979Z7ZW,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2140d:20h:59m:0s,Jan-23-26 02:13:50,Jan-23-26 02:13:50,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZS2,GA,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.930937,-84.215684,Gwinnett,FO-GA-NE-CUMMING,GPC,False,,2027-01-31,336.0,2022-01-11,-1510.0
GAACTSW0101,99.77.136.150,Router,Active,Cisco,CGS-2520-24TC,QOC7935W77T,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,473d:4h:16m:0s,Jan-23-26 01:13:02,Jan-23-26 01:13:02,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACT,GA,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,34.076708,-84.64854,Cobb,FO-GA-NW-COBB,GPC,False,,2027-01-31,336.0,2022-01-11,-1510.0
GADALSW0101,99.77.136.170,Router,Active,Cisco,CGS-2520-24TC,QOC7935Z78L,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1048d:5h:33m:0s,Jan-23-26 02:02:12,Jan-23-26 02:02:12,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAL,GA,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.933317,-84.724138,Paulding,FO-GA-NW-PAULDING/POLK/HARALSON,GPC,False,,2027-01-31,336.0,2022-01-11,-1510.0
GAFUNSW0101,99.77.136.178,Router,Active,Cisco,CGS-2520-24TC,QOC7983Z3Q3,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1477d:23h:56m:0s,Jan-23-26 01:14:26,Jan-23-26 01:14:26,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FUN,GA,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.723019,-84.586036,Fulton,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,False,,2027-01-31,336.0,2022-01-11,-1510.0
GANSDSW0101,99.77.136.18,Router,Active,Cisco,CGS-2520-24TC,QOC7979Z7ZZ,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2140d:3h:50m:0s,Jan-23-26 01:11:41,Jan-23-26 01:11:41,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NSD,GA,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.921344,-84.308449,DeKalb,FO-GA-NE-METRO NORTHEAST,GPC,False,,2027-01-31,336.0,2022-01-11,-1510.0
GAGWISW0101,99.77.136.186,Router,Active,Cisco,CGS-2520-24TC,QOC3733Z388,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1180d:0h:4m:0s,Jan-23-26 01:21:44,Jan-23-26 01:21:44,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GWI,GA,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.94806,-84.12833,Gwinnett,FO-GA-NE-CONYERS,GPC,False,,2027-01-31,336.0,2022-01-11,-1510.0
GAJOCSW0101,99.77.136.190,Router,Active,Cisco,CGS-2520-24TC,QOC7938Z3WP,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2035d:23h:2m:0s,Jan-23-26 02:12:55,Jan-23-26 02:12:55,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JOC,GA,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,34.051015,-84.172021,Fulton,FO-GA-NE-CUMMING,GPC,False,,2027-01-31,336.0,2022-01-11,-1510.0
GALAVSW0101,99.77.136.194,Router,Active,Cisco,CGS-2520-24TC,QOC7935Z787,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2003d:21h:45m:0s,Jan-23-26 01:20:39,Jan-23-26 01:20:39,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAV,GA,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.9575,-83.994,Gwinnett,FO-GA-NE-CONYERS,GPC,False,,2027-01-31,336.0,2022-01-11,-1510.0
GABULSW0101,99.77.136.2,Router,Active,Cisco,CGS-2520-24TC,QOC7979Z7ZT,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2099d:18h:37m:0s,Jan-23-26 01:09:02,Jan-23-26 01:09:02,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUL,GA,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,IE-4010-16S12P,4450.68,1790.0,3618.9,33.968331,-84.378264,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,False,,2027-01-31,336.0,2022-01-11,-1510.0
