Host Name,Device IP,Device Type,Device Status,Device Vendor,Device Model,Serial Number,Software Version,Firmware Version,Free Ports,Total Ports,Ports In Use,Uptime,Last Successful Snapshot,Last Snapshot Attempt,Last Snapshot Result,Device Type Standard,associatedWlcIp,deviceSupportLevel,dnsResolvedManagementAddress,errorCode,family,id,instanteTenantId,instanteUuid,interfaceCount,inventoryStatusDetail,lastDeviceResyncStartTime,lastManagedResyncReasons,lastUpdated,lastUpdateTime,lineCardCount,lineCardId,location,locationName,macAddress,managedAtleastOnce,managementState,memorySize,pendingSyncRequestsCount,platformId,reachabilityFailureReason,reachabilityStatus,reasonsForDeviceResync,reasonsForPendingSyncRequests,role,roleSource,serialNumber,series,snmpContact,softwareType,softwareVersion,syncRequestedByApp,tagCount,tunnelUdpPort,type,upTime,uptimeSeconds,vendor,waasDeviceMode,Unnamed: 44,clientCount,clientCount_2_4GHz,clientCount_5GHz,controllerIpAddress,controllerName,countryCode,ethernetMac,hreapEnabled,ipAddress,lwappUpTime,model,status,DateAdded,adminStatus,ArchiveDate,collectionStatus,collectionTime,creationTime,deviceType,managementStatus,manufacturer_part_name,manufacturer_part_partNumber,manufacturer_part_serialNumber,productFamily,reachability,Site Code Extracted,State,Model,EoS,EoL,In Scope?,Repl Device,Material Cost,Labor Cost,Device Cost,latitude,longitude,county,affiliate,Owner,Exception_Flag,Exception_Reason,EoL_Date,Days_to_EoL,EoS_Date,Days_to_EoS
GAVNPROVGINFO01,33.135.333.132,Router,Active,Cisco,VG202XM,QCH3738T7Z3,27.4(3)M2,37.4(70r)YA7,1.0,4.0,3.0, ,Jan-23-26 01:39:07,Jan-23-26 01:39:07,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,VG202XM,2022-04-29,2027-04-30,Yes,VG400-8FXS,2393.976,770.0,1904.98,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2027-04-30,425.0,2022-04-29,-1402.0
GAVNPSWMNT0201,33.135.333.5,Switch,Active,Cisco,WS-C2960X-48FPS-L,"QCW3735B7GR,QCW3738B3PY",27.2(2)E3,Bootstrap,1.0,105.0,104.0,1272d:8h:42m:0s,Jan-23-26 01:19:01,Jan-23-26 01:19:01,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,WS-C2960X-48FPS-L,2022-10-31,2027-10-31,Yes,C9200-48P-E,5812.704,1540.0,3504.85,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GAVNPSWRWH0101,33.135.335.130,Switch,Active,Cisco,WS-C2960X-24PS-L,QOC3777Y7TD,27.2(2)E3,Bootstrap,1.0,29.0,28.0,1307d:6h:24m:0s,Jan-23-26 01:19:03,Jan-23-26 01:19:03,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,WS-C2960X-24PS-L,2022-10-31,2027-10-31,Yes,C9200-24P-E,2928.12,1540.0,1668.46,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GAVNPSWSNB0101,33.135.335.131,Switch,Active,Cisco,WS-C2960X-24PS-L,QOC3777Y7U3,27.2(2)E3,Bootstrap,1.0,29.0,28.0,1308d:7h:28m:0s,Jan-23-26 02:18:48,Jan-23-26 02:18:48,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,WS-C2960X-24PS-L,2022-10-31,2027-10-31,Yes,C9200-24P-E,2928.12,1540.0,1668.46,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GAVNPSWEPTWR01,33.135.335.188,L3Switch,Active,Cisco,WS-C3850-12S,"QOC3737X7B9,QOC3775X7W9",03.07.02E,IOS-XE,6.0,53.0,47.0,885d:22h:18m:0s,Jan-23-26 02:01:17,Jan-23-26 02:01:17,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,WS-C3850-12S,2022-04-30,2027-04-30,Yes,C9300-24T-E,3716.472,1540.0,2415.37,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2027-04-30,425.0,2022-04-30,-1401.0
GAVNPSWSWHS01,33.135.335.180,Switch,Active,Cisco,WS-C2960X-24PS-L,QCW3778Z7W7,27.2(2)E3,Bootstrap,1.0,29.0,28.0,804d:19h:16m:0s,Jan-23-26 02:15:51,Jan-23-26 02:15:51,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,WS-C2960X-24PS-L,2022-10-31,2027-10-31,Yes,C9200-24P-E,2928.12,1540.0,1668.46,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GAVNPROVGWH01,33.135.335.188,Router,Active,Cisco,VG202XM,QCH3738T7GW,27.4(3)M2,37.4(70r)YA7,1.0,4.0,3.0, ,Jan-23-26 01:39:08,Jan-23-26 01:39:08,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,VG202XM,2022-04-29,2027-04-30,Yes,VG400-8FXS,2393.976,770.0,1904.98,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2027-04-30,425.0,2022-04-29,-1402.0
GAVNPSWFSG01,33.135.335.188,Switch,Active,Cisco,WS-C2960X-24PS-L,QCW3778Z7WD,27.2(2)E3,Bootstrap,1.0,29.0,28.0, ,Jan-23-26 02:02:09,Jan-23-26 02:02:09,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,WS-C2960X-24PS-L,2022-10-31,2027-10-31,Yes,C9200-24P-E,2928.12,1540.0,1668.46,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GAVNPROVGFSG01,33.135.335.200,Router,Active,Cisco,VG202XM,QCH3738T7GT,27.4(3)M2,37.4(70r)YA7,1.0,4.0,3.0, ,Jan-23-26 01:03:46,Jan-23-26 01:03:46,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,VG202XM,2022-04-29,2027-04-30,Yes,VG400-8FXS,2393.976,770.0,1904.98,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2027-04-30,425.0,2022-04-29,-1402.0
GAVNPSWMETTWR01,33.135.335.202,Switch,Active,Cisco,WS-C2960C-8PC-L,QOC3738Z7GW,27.0(2)SE8,Bootstrap,0.0,10.0,10.0, ,Jan-23-26 02:34:58,Jan-23-26 02:34:58,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,WS-C2960C-8PC-L,2020-10-30,2025-10-31,Yes,C9200CX-8P-2X2G-E,1662.7800000000002,1540.0,956.65,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2025-10-31,-121.0,2020-10-30,-1948.0
GAVNPSW34SWYHSE01,33.135.335.5,Switch,Active,Cisco,WS-C2960X-48FPS-L,QCW7935Z87P,27.0(2a)EX7,Bootstrap,4.0,53.0,49.0,1431d:15h:47m:0s,Jan-23-26 01:08:58,Jan-23-26 01:08:58,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,WS-C2960X-48FPS-L,2022-10-31,2027-10-31,Yes,C9200-48P-E,5812.704,1540.0,3504.85,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GAVNPSWWWT01,33.135.335.8,Switch,Active,Cisco,WS-C2960X-24PS-L,QOC3733W778,27.2(2)E7,Bootstrap,0.0,29.0,29.0,83d:4h:3m:0s,Jan-23-26 01:19:29,Jan-23-26 01:19:29,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,WS-C2960X-24PS-L,2022-10-31,2027-10-31,Yes,C9200-24P-E,2928.12,1540.0,1668.46,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GAVNPROVGWWT01,33.135.335.0,Router,Active,Cisco,VG202XM,QCH3738T7GU,27.4(3)M2,37.4(70r)YA7,1.0,4.0,3.0, ,Jan-23-26 01:20:35,Jan-23-26 01:20:35,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,VG202XM,2022-04-29,2027-04-30,Yes,VG400-8FXS,2393.976,770.0,1904.98,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2027-04-30,425.0,2022-04-29,-1402.0
GAVNPSWTRADL0101,33.135.335.13,Switch,Active,Cisco,WS-C2960X-24PS-L,"QOC3777Y7T7,QOC3777Y7TZ",27.2(2)E3,Bootstrap,1.0,57.0,56.0,614d:1h:39m:0s,Jan-23-26 02:07:04,Jan-23-26 02:07:04,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,WS-C2960X-24PS-L,2022-10-31,2027-10-31,Yes,C9200-24P-E,2928.12,1540.0,1668.46,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GAVNPSWFIBERTRNGB03,33.135.335.15,L3Switch,Active,Cisco,WS-C3850-24XS,"QOC3737X7EP,QOC3737U7L8",03.07.02E,IOS-XE,0.0,69.0,69.0,362d:1h:41m:0s,Jan-23-26 02:15:43,Jan-23-26 02:15:43,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,WS-C3850-24XS,2022-04-30,2027-04-30,Yes,C9300-24T-E,3716.472,1540.0,2415.37,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2027-04-30,425.0,2022-04-30,-1401.0
GAVNPROVGTRNB02,33.135.335.150,Router,Active,Cisco,VG202XM,QCH7888S7QE,27.4(3)M2,37.4(70r)YA7,1.0,4.0,3.0, ,Jan-23-26 02:32:27,Jan-23-26 02:32:27,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,VG202XM,2022-04-29,2027-04-30,Yes,VG400-8FXS,2393.976,770.0,1904.98,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2027-04-30,425.0,2022-04-29,-1402.0
GAVNPROVGTRNB03,33.135.335.151,Router,Active,Cisco,VG202XM,QCH3738T7H8,27.4(3)M2,37.4(70r)YA7,1.0,4.0,3.0, ,Jan-23-26 01:39:19,Jan-23-26 01:39:19,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,VG202XM,2022-04-29,2027-04-30,Yes,VG400-8FXS,2393.976,770.0,1904.98,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2027-04-30,425.0,2022-04-29,-1402.0
GAVNPROVGTRNB01,33.135.335.5,Router,Active,Cisco,VG310,QKC3735D78X,27.8(3)M2,35.4(3r)M3a,1.0,26.0,25.0,612d:3h:32m:0s,Jan-23-26 01:37:32,Jan-23-26 01:37:32,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,VG310,2024-10-10,2029-10-31,,VG410-24FXS,4015.584,770.0,3256.32,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2029-10-31,1340.0,2024-10-10,-507.0
GAVNPSWWLD0101,33.135.335.8,Switch,Active,Cisco,IE-3000-8TC,QOC3778Z7WU,27.0(2)EY3,Bootstrap,0.0,10.0,10.0, ,Jan-23-26 02:17:02,Jan-23-26 02:17:02,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,4937.640000000001,1790.0,3557.53,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2025-06-30,-244.0,2020-06-30,-2070.0
GAVNPSWFSB0102,33.135.338.132,Switch,Active,Cisco,WS-C2960X-48FPS-L,"QCW3735B7DG,QOC3738W3WC",27.2(2)E3,Bootstrap,1.0,105.0,104.0,541d:21h:16m:0s,Jan-23-26 02:07:24,Jan-23-26 02:07:24,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,WS-C2960X-48FPS-L,2022-10-31,2027-10-31,Yes,C9200-48P-E,5812.704,1540.0,3504.85,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GAVNPSWCRAFT0101,33.135.338.133,Switch,Active,Cisco,WS-C2960X-48FPS-L,QCW3735B7DZ,27.2(2)E3,Bootstrap,1.0,53.0,52.0,209d:22h:24m:0s,Jan-23-26 01:20:11,Jan-23-26 01:20:11,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,WS-C2960X-48FPS-L,2022-10-31,2027-10-31,Yes,C9200-48P-E,5812.704,1540.0,3504.85,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GAVNPROVGTRN01,33.135.338.135,Router,Active,Cisco,VG202XM,QCH3738T7GW,27.4(3)M2,37.4(70r)YA7,1.0,4.0,3.0,541d:21h:5m:0s,Jan-23-26 02:15:32,Jan-23-26 02:15:32,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,VG202XM,2022-04-29,2027-04-30,Yes,VG400-8FXS,2393.976,770.0,1904.98,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2027-04-30,425.0,2022-04-29,-1402.0
GAVNPSWBATC01,33.135.338.38,Switch,Active,Cisco,WS-C2960X-24PS-L,QOC3777Y7UP,27.2(2)E3,Bootstrap,1.0,29.0,28.0,77d:19h:51m:0s,Jan-23-26 02:18:57,Jan-23-26 02:18:57,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,WS-C2960X-24PS-L,2022-10-31,2027-10-31,Yes,C9200-24P-E,2928.12,1540.0,1668.46,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GAVNPSWIT01,33.135.338.30,Switch,Active,Cisco,WS-C2960X-24PS-L,QOC3733W73R,27.2(2)E7,Bootstrap,4.0,29.0,25.0,271d:15h:3m:0s,Jan-23-26 01:19:35,Jan-23-26 01:19:35,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,WS-C2960X-24PS-L,2022-10-31,2027-10-31,Yes,C9200-24P-E,2928.12,1540.0,1668.46,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GAVNPSWPAV01,33.135.338.5,Switch,Active,Cisco,WS-C2960X-24PS-L,QOC3777Y7U7,27.2(2)E3,Bootstrap,1.0,29.0,28.0,1188d:6h:48m:0s,Jan-23-26 02:17:12,Jan-23-26 02:17:12,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,WS-C2960X-24PS-L,2022-10-31,2027-10-31,Yes,C9200-24P-E,2928.12,1540.0,1668.46,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GAVNPROVGPAV01,33.135.338.5,Router,Active,Cisco,VG202XM,QCH3738T7KL,27.4(3)M2,37.4(70r)YA7,1.0,4.0,3.0, ,Jan-23-26 01:38:13,Jan-23-26 01:38:13,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,VG202XM,2022-04-29,2027-04-30,Yes,VG400-8FXS,2393.976,770.0,1904.98,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2027-04-30,425.0,2022-04-29,-1402.0
GAVNPSWSEC0102,33.135.338.88,Switch,Active,Cisco,WS-C2960X-48FPS-L,QCW3737B58N,27.2(2)E7,Bootstrap,1.0,53.0,52.0, ,Jan-23-26 01:18:13,Jan-23-26 01:18:13,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,WS-C2960X-48FPS-L,2022-10-31,2027-10-31,Yes,C9200-48P-E,5812.704,1540.0,3504.85,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GAVNPVGRR06,33.135.338.33,Voice Gateway,Active,Cisco,VG310,QKC3735D78T,27.8(3)M2,35.4(3r)M3a,1.0,26.0,25.0,845d:2h:59m:0s,Jan-23-26 01:21:33,Jan-23-26 01:21:33,Configuration unchanged,Voice Gateway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,VG310,2024-10-10,2029-10-31,,VG410-24FXS,4015.584,770.0,3256.32,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2029-10-31,1340.0,2024-10-10,-507.0
GAVNPVGRR07,33.135.338.11,Voice Gateway,Active,Cisco,VG310,QKC3735D7B3,27.8(3)M2,35.4(3r)M3a,1.0,26.0,25.0,845d:3h:7m:0s,Jan-23-26 02:16:10,Jan-23-26 02:16:10,Configuration unchanged,Voice Gateway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,VG310,2024-10-10,2029-10-31,,VG410-24FXS,4015.584,770.0,3256.32,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2029-10-31,1340.0,2024-10-10,-507.0
GAVNPVGRR08,33.135.338.12,Voice Gateway,Active,Cisco,VG310,QKC3735D73Z,27.8(3)M2,35.4(3r)M3a,2.0,26.0,24.0,375d:16h:27m:0s,Jan-23-26 02:18:40,Jan-23-26 02:18:40,Configuration unchanged,Voice Gateway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,VG310,2024-10-10,2029-10-31,,VG410-24FXS,4015.584,770.0,3256.32,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2029-10-31,1340.0,2024-10-10,-507.0
GAVNPVGRR09,33.135.338.13,Voice Gateway,Active,Cisco,VG310,QKC3735D78Q,27.8(3)M2,35.4(3r)M3a,1.0,26.0,25.0,845d:2h:55m:0s,Jan-23-26 02:17:09,Jan-23-26 02:17:09,Configuration unchanged,Voice Gateway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,VG310,2024-10-10,2029-10-31,,VG410-24FXS,4015.584,770.0,3256.32,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2029-10-31,1340.0,2024-10-10,-507.0
GAVNPVGRR10,33.135.338.15,Voice Gateway,Active,Cisco,VG310,QKC3735D783,27.8(3)M2,35.4(3r)M3a,1.0,26.0,25.0,845d:2h:45m:0s,Jan-23-26 02:01:05,Jan-23-26 02:01:05,Configuration unchanged,Voice Gateway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,VG310,2024-10-10,2029-10-31,,VG410-24FXS,4015.584,770.0,3256.32,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2029-10-31,1340.0,2024-10-10,-507.0
GAVNPVGRR11,33.135.338.15,Voice Gateway,Active,Cisco,VG310,QKC3735D73U,27.8(3)M2,35.4(3r)M3a,1.0,26.0,25.0,845d:2h:54m:0s,Jan-23-26 01:19:25,Jan-23-26 01:19:25,Configuration unchanged,Voice Gateway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,VG310,2024-10-10,2029-10-31,,VG410-24FXS,4015.584,770.0,3256.32,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2029-10-31,1340.0,2024-10-10,-507.0
GAVNPVGRR12,33.135.338.18,Voice Gateway,Active,Cisco,VG310,QKC3735D79Y,27.8(3)M2,35.4(3r)M3a,1.0,26.0,25.0,845d:2h:46m:0s,Jan-23-26 02:01:06,Jan-23-26 02:01:06,Configuration unchanged,Voice Gateway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,VG310,2024-10-10,2029-10-31,,VG410-24FXS,4015.584,770.0,3256.32,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2029-10-31,1340.0,2024-10-10,-507.0
GAVNPVGRR13,33.135.338.33,Voice Gateway,Active,Cisco,VG310,QKC3735D787,27.8(3)M2,35.4(3r)M3a,1.0,26.0,25.0,845d:2h:50m:0s,Jan-23-26 01:07:07,Jan-23-26 01:07:07,Configuration unchanged,Voice Gateway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,VG310,2024-10-10,2029-10-31,,VG410-24FXS,4015.584,770.0,3256.32,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2029-10-31,1340.0,2024-10-10,-507.0
GAVNPVGRR14,33.135.338.18,Voice Gateway,Active,Cisco,VG310,QKC3735D78R,27.8(3)M2,35.4(3r)M3a,1.0,26.0,25.0,845d:2h:52m:0s,Jan-23-26 01:21:47,Jan-23-26 01:21:47,Configuration unchanged,Voice Gateway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,VG310,2024-10-10,2029-10-31,,VG410-24FXS,4015.584,770.0,3256.32,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2029-10-31,1340.0,2024-10-10,-507.0
GAVNPVGRR15,33.135.338.18,Voice Gateway,Active,Cisco,VG310,QKC3735D78L,27.8(3)M2,35.4(3r)M3a,1.0,26.0,25.0,845d:3h:0m:0s,Jan-23-26 02:16:26,Jan-23-26 02:16:26,Configuration unchanged,Voice Gateway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,VG310,2024-10-10,2029-10-31,,VG410-24FXS,4015.584,770.0,3256.32,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2029-10-31,1340.0,2024-10-10,-507.0
GAVNPVGRR16,33.135.338.20,Voice Gateway,Active,Cisco,VG310,QKC3735D78U,27.8(3)M2,35.4(3r)M3a,1.0,26.0,25.0,845d:3h:7m:0s,Jan-23-26 02:18:26,Jan-23-26 02:18:26,Configuration unchanged,Voice Gateway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,VG310,2024-10-10,2029-10-31,,VG410-24FXS,4015.584,770.0,3256.32,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2029-10-31,1340.0,2024-10-10,-507.0
GAVNPVGRR17,33.135.338.21,Voice Gateway,Active,Cisco,VG310,QKC3735D78S,27.8(3)M2,35.4(3r)M3a,1.0,26.0,25.0,845d:2h:51m:0s,Jan-23-26 01:18:01,Jan-23-26 01:18:01,Configuration unchanged,Voice Gateway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,GA,VG310,2024-10-10,2029-10-31,,VG410-24FXS,4015.584,770.0,3256.32,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2029-10-31,1340.0,2024-10-10,-507.0
